Název nutrientu;Nutrienty základní;Energetická hodnota (kJ);Energetická hodnota (kcal);Bílkoviny celkové [NCF:6.25];Dusík celkový;Tuky celkové [FACF:0.800];Sacharidy celkové;Sacharidy využitelné;Vláknina potravy;Voda celková;Ethanol;Popel;Vitaminy;Vitamin B1 (thiamin);Vitamin B2 (riboflavin);Niacin ekvivalent;Niacin;Foláty celkové;Kyselina pantothenová;Vitamin B6 (pyridoxin);Vitamin B12;Vitamin C;Vitamin A;Retinol;beta-karoten;Vitamin D;Vitamin E;alfa - tokoferol;Minerální látky;Sodík;Hořčík;Fosfor;Draslík;Vápník;Železo;Měď;Zinek;Selen;Jód;Sůl;Cukry, škrob, polyoly, organické kyseliny;Cukry celkové;Fruktosa;Glukosa;Laktosa;Maltosa;Sacharosa;Škrob;Organické kyseliny;Polyoly;Mastné kyseliny a cholesterol;Nasycené mastné kyseliny;C 4:0;C 6:0;C 8:0;C 10:0;C 12:0;C 13:0;C 14:0;C 15:0;C 16:0;C 17:0;C 18:0;C 20:0;C 22:0;Mononenasycené mastné kyseliny;C 14:1;C 16:1;C 17:1;C 18:1, n-9;C 20:1, n-11;C 22:1, n-9;Polynenasycené mastné kyseliny;n-6 mastné kyseliny;C 18:2, n-6;C 18:3, n-6;C 20:4, n-6;n-3 mastné kyseliny;C 18:3, n-3;C 20:5, n-3 (EPA);C 22:5, n-3 (DPA);C 22:6, n-3 (DHA);Trans- mastné kyseliny;C 18:1, n-9 trans;C 18:2, n-6 trans;Cholesterol;Aminokyseliny;Glycin;Alanin;Valin;Leucin;Isoleucin;Serin;Threonin;Lysin;Asparagová kyselina;Glutamová kyselina;Arginin;Cystein;Methionin;Fenylalanin;Tyrosin;Tryptofan;Histidin;Prolin
Kód EuroFIR;;ENERC;ENERC;PROT;NT;FAT;CHOT;CHO;FIBT;WATER;ALC;ASH;;THIA;RIBF;NIAEQ;NIA;FOL;PANTAC;PYRXN;VITB12;VITC;VITA;RETOL;CARTB;VITD;VITE;TOCPHA;;NA;MG;P;K;CA;FE;CU;ZN;SE;ID;NACL;;SUGAR;FRUS;GLUS;LACS;MALS;SUCS;STARCH;OA;POLY;;FASAT;F4:0;F6:0;F8:0;F10:0;F12:0;F13:0;F14:0;F15:0;F16:0;F17:0;F18:0;F20:0;F22:0;FAMS;F14:1CN5;F16:1CN7;F17:1;F18:1CN9;F20:1CN11;F22:1CN9;FAPU;FACN6;F18:2CN6;F18:3CN6;F20:4CN6;FACN3;F18:3CN3;F20:5CN3;F22:5CN3;F22:6CN3;FATRN;F18:1TN9;F18:2 TTN6;CHORL;;GLY;ALA;VAL;LEU;ILE;SER;THR;LYS;ASP;GLU;ARG;CYS;MET;PHE;TYR;TRP;HIS;PRO
Jednotka;;kJ;kcal;g;g;g;g;g;g;g;g;g;;mg;mg;NE;mg;μg;mg;mg;μg;mg;RE;μg;μg;μg;ATE;mg;;mg;mg;mg;mg;mg;mg;mg;mg;μg;μg;g;;g;g;g;g;g;g;g;g;g;;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;mg;;mg;mg;mg;mg;mg;mg;mg;mg;mg;mg;mg;mg;mg;mg;mg;mg;mg;mg
Česnek medvědí;;155;37;3.3;0.5;1.0;5.1;2.3;2.8;89.7;;0.9;;;;;;;;;;;;;;;;;;1;;;;;;;;;;0;;0.4;0.1;0;0;0;0.3;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
Holoubě, celé, maso s kůží;;897;216;17.7;2.84;16.1;0;0;0;63.0;;1.3;;;;;;;;;;;;;;;;;;78;;;;;;;;;;0.20;;0;0;0;0;0;0;;;;;4.19;0;0;0;0;0;0;0.07;0;3.33;0;0.80;0;0;8.39;0;1.41;0;6.93;0.06;0;2.40;2.32;2.32;0;0;0.08;0.08;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Salát vajíčkový, trh;;742;179;5.5;0.9;15.7;4.0;;;73.4;0;1.4;;0.05;0.13;;0.4;;;0.09;;0;33;30;40;;3.56;3.56;;303;10;77;148;25;0.5;0.04;0.44;;14.6;0.8;;;;;;;;;;;;2.24;0;0;0;0;0;;0.06;;1.55;;0.52;0.07;0.04;9.08;0.01;0.17;;8.65;0.18;0.07;3.37;2.56;2.56;;;0.81;0.81;;;;;;;;;;;;;;;;;;;;;;;;;;
Česnek, lyofilizovaný;;1481;351;18.9;3.03;0.9;73.9;59.5;14.4;2.2;;4.1;;;;;;;;;;;;;;;;;;45;;;;;;;;;;0.11;;6.7;2.0;0;0;0;4.7;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Kůra pomerančová, drcená, jemná;;1137;273;5.1;0.82;1.3;82.6;37.9;44.7;8.0;;3.0;;;;;;;;;;;;;;;;;;10;;;;;;;;;;0.02;;26.2;11.4;8.6;0;0;6.2;;;;;0.32;0;0;0;0;0.03;0;0.03;0;0.22;0;0.03;0;0;0.20;0;0;0;0.20;0;0;0.45;0.35;0.35;0;0;0.10;0.10;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Semena tykvová (dýňová), sušená;;2354;568;33.8;5.4;45.3;11.4;1.3;10.1;5.3;0;4.8;;0.21;0.32;;;;;;;1.9;1;0;9;;2.18;2.18;;15;535;1174;807;43;15;;;;;0.04;;1.3;0.2;0.1;0;0;1.0;;;;;7.92;0;0;0;0;0;0;0.05;0;4.95;0;2.74;0.18;0;15.39;0;0.05;0;15.09;0;0.25;20.01;20.01;20.01;0;0;0;0;0;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
Proso;;1570;372;13.6;2.3;4.4;71.2;67.7;3.5;9.5;0;1.3;;0.51;0.10;;3.6;;0.48;0.45;;;;;;;0.07;0.07;;1;123;385;207;10;3.9;0.63;3.00;;;0;;;;;;;;;;;;0.37;;;;;;;0.00;;0.28;;0.06;0.02;0.01;0.76;0.01;0.01;;0.71;0.02;0.01;2.04;2.01;2.00;;;0.04;0.04;;;;;;;;;243;1208;515;1477;514;736;342;201;747;2451;443;280;391;736;444;;409;1042
Maso hovězí, kýta, syrová (separovatelný tuk 3 %);;515;122;21.7;3.5;4.0;0;0;0;73.3;0;1.1;;0.04;0.16;;5.5;;;0.37;;0;2;2;0;;0.19;0.19;;46;24;203;296;4;1.6;;4.2;;;0.1;;0;;;;;;;;;;2.01;;;;0;0;;0.12;0.02;1.07;0.05;0.74;0.01;;1.46;0.02;0.14;;1.29;0.01;;0.11;0.09;0.09;;0;0.02;0.02;;;;0.02;0.01;;48;;979;1262;1080;1752;1029;834;970;1130;1986;3279;1475;324;595;886;896;;830;756
Koření, muškátový květ;;1700;411;5.9;0.9;26.4;54.6;20.2;34.4;10.8;0;2.3;;0.31;0.45;;;;;;;21.0;;0;;;;;;80;163;110;463;252;13.9;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.60;2.60;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;
Křen;;339;81;3.9;0.6;0.5;18.8;11.5;7.3;75.0;0;1.8;;0.14;0.12;;;;;;;117.0;2;0;20;;0;0;;17;36;96;637;91;1.5;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.50;0.50;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;
Mouka z pšenice Durum;;1480;354;12.3;2.0;1.2;73.7;71.0;2.7;12.2;;0.6;;;;;;;;;;;;;;;;;;1;;;;;;;;;;0;;2.4;0;0;0;2.1;0.3;;;;;0.13;0;0;0;0;0;0;0;0;0.13;0;0;0;0;0.13;0;0;0;0.15;0;0;0.54;0;0.49;0;0;0.47;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Banán, sušený;;1504;356;3.8;0.61;0.7;91.0;76.2;14.8;1.6;;2.9;;;;;;;;;;;;;;;;;;4;;;;;;;;;;0.01;;75.6;15.8;15.5;0;0;44.3;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Mrkev;;151;36;1.0;0.2;0.2;9.0;6.1;2.9;89.0;0;0.8;;0.06;0.06;;;;;;;4.5;828;0;9938;;0.55;0.55;;80;18;35;276;41;1.1;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.10;0.10;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;
Sýr, smažený;;1595;384;22.0;3.5;27.5;12.9;11.1;1.8;34.4;;3.3;;;;;;;;;;;;;;;;;;516;;;;;;;;;;1.29;;0.6;0.0;0.0;0.3;0.3;0.0;;;;;12.85;0.00;0.00;0.10;0.52;0.71;0.03;2.28;0.25;6.74;0.12;1.92;0.09;0.09;9.70;0.14;0.30;0.05;8.99;0.02;0.00;3.28;2.52;2.45;0.07;0.00;0.76;0.76;0.00;;0.00;0.20;0.20;0.00;;;;;;;;;;;;;;;;;;;;
Těstoviny, bezvaječné, celozrnné;;1425;337;12.8;2.0;1.3;72.5;64.4;8.1;12.6;0;0.8;;0.35;0.04;;1.5;;;0.16;;;;;;;0.05;0.05;;3;37;157;196;36;1.4;;1.58;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;
Úhoř evropský říční, maso s kůží;;1131;273;14.1;2.26;24.1;0;0;0;59.3;;1.0;;;;;;;;;;;;;;;;;;77;;;;;;;;;;0.19;;0;0;0;0;0;0;;;;;7.92;0;0;0;0;0;0;0.77;0;5.79;0;1.37;0;0;11.96;0;1.64;0;9.98;0.35;0;1.31;0.70;0.70;0;0;0.61;0;0.43;;0.18;0;0;0;;;;;;;;;;;;;;;;;;;;
Srdce hovězí;;490;117;16.9;2.7;5.3;0.4;0.4;0;76.4;0;1.0;;0.54;0.90;;;;;;;5.0;9;9;0;;0.20;0.20;;107;32;213;244;9;4.9;;;;;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.11;0.11;;;;;;;;;;;146;;;;;;;;;;;;;;;;;;;
Maso dančí, panenka;;431;102;22.1;3.53;1.5;0;0;0;74.8;;1.2;;;;;;;;;;;;;;;;;;45;;;;;;;;;;0.11;;0;0;0;0;0;0;;;;;0.80;0;0;0;0;0;0;0.06;0;0.39;0;0.35;0;0;0.30;0;0.02;0;0.28;0;0;0.09;0.06;0.06;0;0;0.03;0.03;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Mouka sójová plnotučná;;1712;412;35.6;5.7;20.9;30.5;9.9;20.6;7.7;0;5.3;;0.54;0.29;;;;;;;0;6;0;72;;1.95;1.95;;0;267;522;1406;166;12.4;;;;;0;;8.2;0.1;0;0;0;8.1;;;;;2.07;0;0;0;0;0;0;0.02;0;1.40;0;0.54;0.05;0.06;3.76;0;0.02;0;3.72;0.02;0;8.15;7.07;7.07;0;0;1.08;1.08;0;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
Rýže neloupaná (natural), dušená v nesolené vodě;;691;163;3.6;0.6;1.2;35.0;33.9;1.1;59.7;0;0.5;;0.14;0.02;;2.5;;;0.11;;;;;;;0.22;0.22;;;43;108;89;3;0.3;;1.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;
Nápoj kokosový;;655;159;1.3;0.2;15.3;3.9;3.9;0;79.1;;0.4;;;;;;;;;;;;;;;;;;20;;;;;;;;;;0.05;;0;0;0;0;0;0;;;;;13.45;0;0.07;0.85;0.81;6.85;0;2.88;0;1.43;0;0.56;0;0;0.85;0;0;0;0.85;0;0;0.14;0.14;0.14;0;0;0;0;0;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
Pastinák setý;;280;67;1.3;0.2;0.5;17.4;11.2;6.1;79.8;;1.0;;;;;;;;;;;;;;;;;;3;;;;;;;;;;0.01;;11.0;1.0;0.9;0;0;9.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
Ananas, lyofilizovaný;;1483;350;3.5;0.55;0.6;87.7;77.8;9.9;5.9;;2.3;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;71.5;12.5;13.4;0;0;45.6;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Maso vepřové, výrobní, V6;;2020;490;11.3;1.8;49.4;0;0;0;37.9;0;0.5;;;;;;;;;;0;;;;;;;;44;11;105;159;4;4;;0.79;;;0.11;;0;0;0;0;0;0;;;;;19.46;0;0;0;0;0;0;0.76;0;13.22;0;5.48;0;0;21.09;0;1.54;0;19.55;0;0;4.36;4.03;4.03;0;0;0.33;0.33;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Maso telecí, hrudí;;640;153;17.6;2.81;9.2;0;0;0;71.9;;1.0;;;;;;;;;;;;;;;;;;110;;;;;;;;;;0.27;;0;0;0;0;0;0;;;;;4.52;0;0;0;0.01;0.04;0;0.60;0;2.66;0;1.21;0;0;3.15;0;0.25;0;2.89;0;0;0.28;0.24;0.24;0;0;0.04;0.03;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Maso vepřové, výrobní, V10;;1683;408;12.5;2.0;39.6;0;0;0;45.5;;0.6;;;;;;;;;;;;;;;;;;63;;;;;;;;;;0.16;;0;0;0;0;0;0;;;;;14.03;0;0;0;0.03;0.05;0;0.53;0;8.80;0;4.55;0.07;0;18.14;0;1.07;0;16.71;0.36;0;3.49;3.25;3.18;0;0.07;0.24;0.24;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Maso kuřecí, křídla dělená /bez špičky/, s kostí, s kůží;;812;195;17.5;2.8;13.9;0;0;0;67.1;;0.9;;;;;;;;;;;;;;;;;;82;;;;;;;;;;0.21;;0;0;0;0;0;0;;;;;4.00;0;0;0;0;0.01;0;0.10;0;3.09;0;0.79;0.01;0;6.80;0;0.88;0;5.86;0.06;0;2.22;2.03;2.03;0;0;0.19;0.19;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Droby kuřecí;;493;117;18.0;2.88;4.4;1.40;1.40;0;75.0;0;1.2;;0.09;0.99;;;;;;;16.2;2657;2657;;;;;;79;18;197;228;10;5.9;;;;;0.20;;0;0;0;0;0;0;;;;;1.32;0;0;0;0;0;0;0.02;0;0.89;0;0.40;0;0;1.42;0;0.13;0;1.29;0;0;0.46;0.44;0.44;0;0;0.03;0.03;0;;0;0;0;0;262;;;;;;;;;;;;;;;;;;;
Zajíc, stehna;;474;112;23.3;3.73;2.1;0;0;0;72.7;;1.1;;;;;;;;;;;;;;;;;;58;;;;;;;;;;0.14;;0;0;0;0;0;0;;;;;0.72;0;0;0;0;0;0;0.06;0;0.57;0;0.09;0;0;0.48;0;0.11;0;0.36;0;0;0.62;0.28;0.28;0;0;0.35;0.35;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Ježatka;;1498;357;14.4;2.3;7.5;69.4;46.7;22.7;4.6;0;4.2;;0.55;0.16;;3.0;;1.24;0.36;;;;;;;2.15;2.15;;4;164;474;425;52;5.1;0.79;5.30;;;0;;;;;;;;;;;;0.49;;;;;;;0.01;;0.37;;0.08;0.02;0.01;1.40;;0.01;;1.35;0.03;0.01;3.50;3.42;3.42;;;0.08;0.08;;;;;;;;;329;1118;670;1278;602;584;404;241;855;2583;467;268;283;785;463;;300;1256
Maso dančí, plec;;432;102;20.4;3.27;2.3;0;0;0;75.4;;1.1;;;;;;;;;;;;;;;;;;57;;;;;;;;;;0.14;;0;0;0;0;0;0;;;;;1.23;0;0;0;0;0;0;0.10;0;0.54;0;0.58;0;0;0.43;0;0.03;0;0.40;0;0;0.08;0.05;0.05;0;0;0.03;0.03;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Játra králičí;;466;111;20.0;3.2;3.4;0;0;0;71.2;;1.6;;;;;;;;;;;;;;;;;;69;;;;;;;;;;0.17;;0;0;0;0;0;0;;;;;0.99;0;0;0;0;0;0;0;0;0.69;0;0.30;0;0;0.52;0;0;0;0.52;0;0;1.00;0.72;0.72;0;0;0.28;0.28;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Těstoviny (špagety), dvouvaječné, vařené v nesolené vodě;;411;97;2.9;0.5;0.6;20.4;19.6;0.8;76.0;0;0.1;;0.05;0.01;;0.1;;;0.01;;;;;;;0.01;0.01;;;3;20;7;;0.1;;0.10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Olej světlicový;;3700;900;0;0;99.9;0;0;0;0.1;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;0;0;0;0;0;0;;;;;9.37;0;0;0;0;0;0;0.09;0;6.22;0;2.38;0.32;0.27;14.53;0;0.08;0;14.14;0.18;0;71.51;71.32;71.34;0;0;0.19;0.22;0;;0;0;0;0.07;;;;;;;;;;;;;;;;;;;;
Ostružiny;;225;54;1.4;0.2;1.0;12.4;7.0;5.6;84.7;0;0.5;;0.03;0.04;;;;;;;17.9;9;0;110;;5.50;5.50;;4;28;32;179;44;0.8;;;;;0;;4.9;2.4;2.3;0;0.1;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;
Sýr, Tylžský, 50 % t. v s.;;791;191;12.5;2.0;15.0;1.4;1.4;0;69.1;0;3.5;;0.03;0.33;;;;;;;0;113;108;56;0.15;0.33;0.33;;414;30;628;88;970;0.2;0.02;3.30;;26;1.0;;1.4;;;1.4;;;;;;;8.25;0.43;0.28;0.18;0.40;0.50;;1.40;;3.77;;1.29;;;3.44;0.18;0.28;;2.83;0.15;;0.37;0.27;0.27;;;0.10;0.10;;;;;;;42;;;;;;;;;;;;;;;;;;;
Maso krůtí, prsa s kostí a kůží;;522;124;23.0;3.69;3.6;0;0;0;72.2;;1.3;;;;;;;;;;;;;;;;;;60;;;;;;;;;;0.15;;0;0;0;0;0;0;;;;;0.86;0;0;0;0;0.02;0;0.02;0;0.66;0;0.17;0;0;1.61;0;0.14;0;1.45;0.02;0;0.84;0.71;0.71;0;0;0.13;0.13;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Želatina jedlá, vepřová;;1500;358;88.0;16.0;0;0;0;0;11.8;0;0.2;;0;0;;;;;;;0;0;0;0;;0;0;;64;33;0;22;11;0;;;;;0.16;;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
Sýr, Eidam, 50 %, t. v s.;;1560;376;24.7;3.9;30.3;1.0;1.0;0;40.9;0;4.2;;0.06;0.36;;;;;;;0;269;258;133;0.29;0.77;0.77;;690;21;504;72;773;0.2;0.04;2.8;;6.0;1.7;;1.0;;;1.0;;;;;;;19.60;1.03;0.67;0.42;0.94;1.18;;3.33;;8.97;;3.06;;;8.18;0.42;0.67;;6.73;0.36;;0.88;0.64;0.64;;;0.24;0.24;;;;;;;100;;;;;;;;;;;;;;;;;;;
Mléko sušené, polotučné;;1800;427;30.7;4.8;14.0;44.5;44.5;0;4.0;0;6.8;;0.36;1.96;;;;;;;0;124;119;62;0.12;0.36;0.36;;405;84;894;1355;1226;0.4;0.05;2.9;;129;1.0;;44.5;;;44.5;;;;;;;9.06;0.48;0.31;0.20;0.43;0.55;;1.54;;4.14;;1.41;;;3.78;0.20;0.31;;3.11;0.17;;0.41;0.29;0.29;;;0.11;0.11;;;;;;;31;;;;;;;;;;;;;;;;;;;
Semena canihua, z merlíku bledého;;1462;349;15.5;2.47;8.7;62.4;41.8;20.6;11.1;;2.3;;;;;;;;;;;;;;;;;;12;;;;;;;;;;0.03;;3.7;0.2;0.9;0;0;2.6;;;;;1.21;0;0;0;0;0;0;0.01;0;1.10;0;0.10;0;0;2.01;0;0.01;0;1.92;0.07;0;3.69;3.35;3.35;0;0;0.34;0.34;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Prášek pudinkový, kakaový;;1520;362;2.0;0.3;2.0;83.1;82.9;0.2;12.1;0;0.8;;0.01;0.02;;;;;;;0;0;0;0;;0;0;;12;57;114;228;35;3.3;;;;;0;;;;;;;;;;;;1.1;;;;;;;;;;;;;;0.6;;;;;;;0.1;0.07;0.07;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;
Prášek kakaový, se sníženým obsahem tuku;;1335;321;25.0;3.99;10.9;47.5;14.2;33.4;3.4;;13.2;;;;;;;;;;;;;;;;;;19;;;;;;;;;;0.05;;0.7;0.2;0;0;0;0.5;;;;;6.58;0;0;0;0;0;0;0.01;0;2.69;0;3.77;0.11;0;3.48;0;0.02;0;3.46;0;0;0.31;0.30;0.30;0;0;0.02;0.02;0;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
Olej podzemnicový;;3700;900;0;0;99.9;0;0;0;0;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;0;0;0;0;0;0;;;;;14.63;0;0;0;0;0;0;0;0;6.88;0.06;2.17;1.10;2.67;64.72;0;0.07;0;62.46;1.96;0.21;16.16;15.97;15.95;0;0;0.19;0.17;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Salát hlávkový;;65;15;1.3;0.2;0.2;2.8;1.4;1.4;94.8;0;0.9;;0.06;0.08;;;;;;;12.5;96;0;1153;;0.55;0.55;;9;10;46;280;43;0.8;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.06;0.06;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;
Sleď obecný, filety s kůží;;779;187;18.6;2.98;12.5;0;0;0;68.5;;1.1;;;;;;;;;;;;;;;;;;116;;;;;;;;;;0.29;;0;0;0;0;0;0;;;;;2.58;0;0;0;0;0.01;0;1.01;0;1.44;0;0.12;0;0;1.62;0;0.54;0;1.08;0;0;3.77;0.18;0.18;0;0;3.59;0.12;3.08;;0.39;0;0;0;;;;;;;;;;;;;;;;;;;;
Maso koňské, hrudí;;680;163;16.7;2.67;10.7;0;0;0;70.0;;1.0;;;;;;;;;;;;;;;;;;81;;;;;;;;;;0.20;;0;0;0;0;0;0;;;;;3.70;0;0;0;0;0.10;0;0.57;0;2.61;0;0.42;0;0;2.74;0;0.48;0;2.26;0;0;2.89;1.19;1.15;0;0.05;1.69;1.69;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Maso koňské, plec;;361;85;19.5;3.12;0.8;0;0;0;76.9;;1.1;;;;;;;;;;;;;;;;;;45;;;;;;;;;;0.11;;0;0;0;0;0;0;;;;;0.30;0;0;0;0;0;0;0.03;0;0.22;0;0.04;0;0;0.20;0;0.03;0;0.16;0;0;0.19;0.10;0.10;0;0.01;0.09;0.09;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Maso telecí, plec;;428;101;21.9;3.51;1.5;0;0;0;75.1;0;1.5;;0.12;0.35;;;;;;;1.1;0;0;0;;0.15;0.15;;62;21;119;86;20;4.5;;;;;0.16;;0;0;0;0;0;0;;;;;0.63;0;0;0;0;0;0;0.09;0;0.37;0;0.23;0;0;0.62;0;0.07;0;0.55;0;0;0.04;0.03;0.03;0;0;0.02;0.02;0;;0;0;0;0;59;;;;;;;;;;;;;;;;;;;
Maso kuřecí, horní stehno bez kosti a kůže;;589;141;18.3;2.93;7.5;0;0;0;72.7;;1.1;;;;;;;;;;;;;;;;;;67;;;;;;;;;;0.17;;0;0;0;0;0;0;;;;;2.27;0;0;0;0;0;0;0.06;0;1.71;0;0.50;0;0;3.60;0;0.42;0;3.15;0.03;0;1.14;1.04;1.04;0;0;0.10;0.10;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Treska tmavá, filet, bez kůže;;317;75;18.0;2.9;0.3;0;0;0;79.8;;1.3;;;;;;;;;;;;;;;;;;83;;;;;;;;;;0.21;;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Maso králičí, plec s hrudí (přední noha s hrudníkem), bez kůže;;770;185;18.1;2.9;12.5;0;0;0;67.7;;1.1;;;;;;;;;;;;;;;;;;67;;;;;;;;;;0.17;;0;0;0;0;0;0;;;;;4.56;0;0;0;0.03;0.10;0;0.42;0;3.17;0;0.83;0.01;0;3.25;0;0.27;0;2.94;0.04;0;3.80;3.45;3.42;0;0.03;0.35;0.35;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Maso vepřové, krkovice bez kosti, uzená, komerčně tepelně upravená;;995;240;16.1;2.6;19.5;0;0;0;60.9;0;3.5;;0.40;0.17;;3.1;;0.41;0.15;;0;2;2;0;;0.50;0.50;;1090;17;251;375;8;0.8;;2.74;;;2.7;;0;;;;;;;;;;4.85;;;;0.02;0.02;;0.26;;4.46;0.05;2.83;0.04;;7.76;;0.37;;7.20;0.15;;1.70;1.60;1.57;;0.03;0.10;0.10;;;;0.04;0.04;;54;;807;876;695;1128;628;584;668;804;1306;2151;874;258;348;586;361;;481;679
Játra kuřecí;;509;122;16.8;2.7;5.0;2.4;2.4;0;74.7;0;1.3;;0.26;2.31;;;;;;;23.0;10182;10180;21;;0.30;0.30;;71;21;254;215;14;6.7;;;;;0.18;;0;0;0;0;0;0;;;;;1.48;0;0;0;0;0;0;0;0;1.00;0;0.43;0;0;1.63;0;0.12;0;1.50;0;0;0.59;0.52;0.49;0;0;0;0;0;;0;0;0;0;497;;;;;;;;;;;;;;;;;;;
Maso srnčí, plec;;322;76;18.3;2.93;0.3;0;0;0;79.7;;1.0;;;;;;;;;;;;;;;;;;76;;;;;;;;;;0.19;;0;0;0;0;0;0;;;;;0.12;0;0;0;0;0;0;0;0;0.04;0;0.07;0;0;0.05;0;0;0;0.05;0;0;0.06;0.06;0.03;0;0.03;0.01;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
Mouka jáhlová;;1471;347;8.5;1.37;1.5;76.1;73.6;2.5;11.2;;1.2;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;0.8;0;0.3;0;0;0.5;;;;;0.40;0;0;0;0;0;0;0;0;0.32;0;0.09;0;0;0.31;0;0;0;0.31;0;0;1.28;1.28;1.28;0;0;0;0;0;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
Ananas;;212;50;0.5;0.1;0.2;12.6;10.6;2.0;86.2;0;0.5;;0.07;0.02;;;;;;;20.6;4;0;42;;0;0;;16;17;14;190;21;0.7;;;;;0;;10.1;0.8;1.3;;;8.0;;;;;0.01;;;;;0;;0;;0;;0;;;0.01;;0;;0.01;0;0;0.04;;0.02;;0;;0.02;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;
Škrob kukuřičný;;1490;351;0.3;0.1;0.1;87.2;87.1;0.1;12.2;0;0.2;;0;0.01;;;;;;;0;0;0;0;;0;0;;9;28;71;74;26;3.3;;;;;0;;;;;;;;81.1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;
